step,x,y,mu,vx,vy,omega,lidar_l,lidar_c,lidar_r,throttle,steering,reward
0,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
1,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
2,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
3,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
4,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
5,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
6,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
7,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
8,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
9,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
10,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
11,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
12,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
13,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
14,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
15,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
16,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
17,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
18,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
19,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
20,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
21,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
22,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
23,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
24,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
25,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
26,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
27,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
28,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
29,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
30,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
31,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
32,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
33,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
34,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
35,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
36,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
37,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
38,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
39,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
40,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
41,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
42,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
43,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
44,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
45,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
46,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
47,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
48,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
49,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
50,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
51,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
52,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
53,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
54,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
55,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
56,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
57,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
58,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
59,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
60,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
61,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
62,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
63,1.567591,0.216254,-2.581564,0.000000,0.000000,0.000000,0.220000,0.220000,0.280000,0.000000,-0.800000,0.000000
