rank,seed_idx,peak_fitness,alg_probMoo,prob_addConn,prob_addNode,prob_enable,prob_mutAct,prob_toggleExcitatory,prob_initEnable,select_cullRatio,select_eliteRatio,select_tournSize
0,0,-44.1,0.24653759798106178,0.4656951601545526,0.13819422685554222,0.011747293810681502,0.357504025989527,0.0877928544051483,0.6208214917166202,0.25525074822154176,0.26809960043217224,16.0
0,1,-44.7,0.24653759798106178,0.4656951601545526,0.13819422685554222,0.011747293810681502,0.357504025989527,0.0877928544051483,0.6208214917166202,0.25525074822154176,0.26809960043217224,16.0
0,3,-40.4,0.24653759798106178,0.4656951601545526,0.13819422685554222,0.011747293810681502,0.357504025989527,0.0877928544051483,0.6208214917166202,0.25525074822154176,0.26809960043217224,16.0
0,2,-44.7,0.24653759798106178,0.4656951601545526,0.13819422685554222,0.011747293810681502,0.357504025989527,0.0877928544051483,0.6208214917166202,0.25525074822154176,0.26809960043217224,16.0
0,4,-43.2,0.24653759798106178,0.4656951601545526,0.13819422685554222,0.011747293810681502,0.357504025989527,0.0877928544051483,0.6208214917166202,0.25525074822154176,0.26809960043217224,16.0
1,1,-43.3,0.05077613044814072,0.20147637285745768,0.12112591665175049,0.23196612667484492,0.31607923896309775,0.22738157980618326,0.2129208316164693,0.24710487935262737,0.2916174574254309,10.0
1,0,-40.9,0.05077613044814072,0.20147637285745768,0.12112591665175049,0.23196612667484492,0.31607923896309775,0.22738157980618326,0.2129208316164693,0.24710487935262737,0.2916174574254309,10.0
1,2,-42.0,0.05077613044814072,0.20147637285745768,0.12112591665175049,0.23196612667484492,0.31607923896309775,0.22738157980618326,0.2129208316164693,0.24710487935262737,0.2916174574254309,10.0
1,3,-42.7,0.05077613044814072,0.20147637285745768,0.12112591665175049,0.23196612667484492,0.31607923896309775,0.22738157980618326,0.2129208316164693,0.24710487935262737,0.2916174574254309,10.0
2,0,-36.6,0.1333209451571058,0.38766053487660623,0.19767519152994706,0.03860739320903862,0.4064553131701836,0.15818445177759327,0.2096595199066243,0.17842554764056084,0.28079949841194285,14.0
1,4,-36.9,0.05077613044814072,0.20147637285745768,0.12112591665175049,0.23196612667484492,0.31607923896309775,0.22738157980618326,0.2129208316164693,0.24710487935262737,0.2916174574254309,10.0
2,1,-38.2,0.1333209451571058,0.38766053487660623,0.19767519152994706,0.03860739320903862,0.4064553131701836,0.15818445177759327,0.2096595199066243,0.17842554764056084,0.28079949841194285,14.0
2,2,-36.7,0.1333209451571058,0.38766053487660623,0.19767519152994706,0.03860739320903862,0.4064553131701836,0.15818445177759327,0.2096595199066243,0.17842554764056084,0.28079949841194285,14.0
2,3,-36.3,0.1333209451571058,0.38766053487660623,0.19767519152994706,0.03860739320903862,0.4064553131701836,0.15818445177759327,0.2096595199066243,0.17842554764056084,0.28079949841194285,14.0
2,4,-41.3,0.1333209451571058,0.38766053487660623,0.19767519152994706,0.03860739320903862,0.4064553131701836,0.15818445177759327,0.2096595199066243,0.17842554764056084,0.28079949841194285,14.0
